CustomerID,FirstName,LastName,State,City,PackageID,MonthlyDiscount,JoinDate,MainPhoneNumber,BirthDate
603,Josef,Taylor,Miami,Florida,7,71,23/09/2007,790-635-7270,25/12/1979
604,Maximo,Williams,Tulsa,Oklahoma,,31,24/09/2007,727-658-6782,09/09/1990
605,Bart,Brown,Oakland,California,31,12,25/09/2007,537-380-8938,02/01/1976
606,Felipe,Davies,Cleveland,Ohio,23,56,26/09/2007,804-419-7127,19/12/1988
607,Chad,Evans,Minneapolis,Minnesota,7,22,27/09/2007,533-617-2633,26/11/1972
608,Foster,Wilson,Wichita,Kansas,,22,28/09/2007,163-989-4821,16/03/1992
609,Will,Thomas,Arlington,Texas,18,5,29/09/2007,774-413-7512,25/11/1993
610,Moses,Roberts,New Orleans,Louisiana,13,30,30/09/2007,343-254-8574,13/09/1992
611,Austin,Johnson,Bakersfield,California,37,35,01/10/2007,413-540-1593,12/06/1978
612,Shannon,Lewis,Tampa,Florida,31,51,02/10/2007,401-764-8983,26/09/1985
613,Omar,Walker,Anaheim,California,41,34,03/10/2007,279-475-1039,14/03/1966
614,Andres,Robinson,Honolulu,Hawaii,39,84,04/10/2007,825-577-4733,12/05/1982
615,Rodrick,Wood,Aurora,Colorado,,95,05/10/2007,217-144-9354,01/05/1967
616,Ken,Thompson,Santa Ana,California,27,2,06/10/2007,700-021-5154,11/01/1978
617,Claude,White,Saint Louis,Missouri,13,26,07/10/2007,622-144-1163,28/08/1969
618,Werner,Watson,Riverside,California,41,18,08/10/2007,473-053-4087,13/06/1968
619,Antoine,Jackson,Corpus Christi,Texas,,52,09/10/2007,761-093-2737,02/01/1980
620,Adalberto,Wright,Pittsburgh,Pennsylvania,18,31,10/10/2007,827-683-3961,09/02/1974
621,Douglass,Green,Lexington,Kentucky,31,65,11/10/2007,933-742-8707,18/04/1974
622,Jarod,Harris,Stockton,California,27,13,12/10/2007,151-236-3398,05/03/1993
623,Raleigh,Cooper,Cincinnati,Ohio,18,6,13/10/2007,875-289-9922,27/01/1985
624,Curt,King,Anchorage,Alaska,1,81,14/10/2007,421-382-8841,14/07/1992
625,Weston,Lee,Saint Paul,Minnesota,42,53,15/10/2007,501-123-0177,16/04/1966
626,Danial,Martin,Toledo,Ohio,42,42,16/10/2007,458-052-8768,23/11/1983
627,Milo,Clarke,Newark,New Jersey,1,41,17/10/2007,820-675-8161,14/04/1992
628,Chung,James,Greensboro,North Carolina,27,11,18/10/2007,616-082-7072,10/12/1970
629,Eugene,Morgan,Plano,Texas,31,54,19/10/2007,290-175-6106,25/08/1969
630,Dusty,Hughes,Lincoln,Nebraska,34,70,20/10/2007,565-231-0180,16/10/1976
631,Hosea,Edwards,Buffalo,New York,1,77,21/10/2007,301-083-5821,20/04/1979
632,Alfred,Hill,Henderson,Nevada,18,35,22/10/2007,979-676-8987,04/01/1970
633,Johnnie,Moore,Fort Wayne,Indiana,34,5,23/10/2007,964-677-3579,03/05/1992
634,Graig,Clark,Jersey City,New Jersey,13,9,24/10/2007,419-161-3262,14/07/1990
635,Johnie,Harrison,Chula Vista,California,,41,25/10/2007,510-105-6649,26/12/1993
636,Chang,Scott,Saint Petersburg,Florida,7,80,26/10/2007,401-491-9592,18/09/1965
637,Phillip,Young,Orlando,Florida,39,10,27/10/2007,445-259-1833,09/11/1967
638,Stewart,Morris,Norfolk,Virginia,18,89,28/10/2007,945-314-9130,12/04/1990
639,Olin,Hall,Laredo,Texas,41,74,29/10/2007,190-182-7564,07/03/1976
640,Theron,Ward,Chandler,Arizona,7,32,30/10/2007,574-746-3537,19/07/1986
641,Chris,Turner,Madison,Wisconsin,39,21,31/10/2007,552-093-1153,03/08/1982
642,Lynwood,Carter,Lubbock,Texas,42,9,01/11/2007,774-648-2760,30/08/1985
643,Forest,Phillips,Durham,North Carolina,1,78,02/11/2007,706-385-5793,03/02/1990
644,Ben,Mitchell,Winston?Salem,North Carolina,41,30,03/11/2007,644-579-5590,04/12/1964
645,Renaldo,Patel,Garland,Texas,13,7,04/11/2007,345-188-3530,19/01/1973
646,Wendell,Adams,Glendale,Arizona,,13,05/11/2007,881-205-2729,30/09/1991
647,Renato,Campbell,Baton Rouge,Louisiana,13,64,06/11/2007,601-971-7714,28/07/1984
648,Louie,Anderson,Hialeah,Florida,41,22,07/11/2007,287-654-4484,24/04/1971
649,Alphonse,Allen,Reno,Nevada,31,25,08/11/2007,558-074-8940,11/09/1991
650,Nathan,Cook,Chesapeake,Virginia,34,1,09/11/2007,197-827-1780,31/03/1964
651,Daniel,Bailey,Scottsdale,Arizona,27,59,10/11/2007,641-103-8490,18/10/1967
652,Gaston,Parker,Irving,Texas,27,47,11/11/2007,786-824-2905,19/02/1977
653,Emile,Miller,North Las Vegas,Nevada,,75,12/11/2007,166-803-2928,19/03/1991
654,Jorge,Davis,Fremont,California,37,67,13/11/2007,230-271-0755,21/04/1982
655,Santo,Murphy,Irvine,California,41,81,14/11/2007,811-110-8464,14/08/1979
656,Rhett,Price,San Bernardino,California,39,73,15/11/2007,181-945-3498,15/07/1988
657,Reynaldo,Bell,Birmingham,Alabama,41,12,16/11/2007,793-893-1042,16/11/1990
658,Loyd,Baker,Gilbert,Arizona,18,81,17/11/2007,556-253-7847,03/02/1964
659,James,Griffiths,Rochester,New York,,41,18/11/2007,163-658-8776,18/03/1964
660,Leonel,Kelly,Boise ,Idaho,27,21,19/11/2007,839-925-8356,06/02/1975
661,Jewel,Simpson,Spokane,Washington,23,2,20/11/2007,607-972-4100,20/02/1969
662,Tracey,Marshall,Montgomery,Alabama,1,97,21/11/2007,481-410-5241,18/05/1973
663,Christopher,Collins,Des Moines,Iowa,31,14,22/11/2007,533-647-4460,30/01/1988
664,Marcellus,Bennett,Richmond,Virginia,42,40,23/11/2007,390-913-9517,21/08/1989
665,Richard,Cox,Fayetteville,North Carolina,1,10,24/11/2007,751-173-4315,22/09/1971
666,Michal,Richardson,Modesto,California,41,70,25/11/2007,432-268-3209,24/01/1985
667,Sanford,Fox,Shreveport,Louisiana,27,64,26/11/2007,379-212-0271,18/10/1984
668,Hoyt,Gray,Tacoma,Washington,7,86,27/11/2007,208-118-5314,05/05/1981
669,Burt,Rose,Oxnard,California,13,77,28/11/2007,295-750-6804,06/12/1963
670,Martin,Chapman,Aurora,Illinois,41,44,29/11/2007,854-931-2555,05/06/1964
671,Cedrick,Hunt,Fontana,California,39,33,30/11/2007,729-648-4686,20/10/1993
672,Clayton,Robertson,Akron,Ohio,13,38,01/12/2007,840-908-0543,05/10/1987
673,Rosario,Shaw,Moreno Valley,California,,21,02/12/2007,793-100-5688,12/05/1971
674,Maria,Reynolds,Yonkers,New York,7,48,03/12/2007,280-449-8101,01/10/1964
675,Connie,Lloyd,Augusta,Georgia,42,74,04/12/2007,766-799-4600,11/05/1985
676,Paul,Ellis,Little Rock,Arkansas,1,49,05/12/2007,709-828-1859,26/12/1984
677,Felix,Richards,Mobile,Alabama,7,93,06/12/2007,476-212-3567,06/03/1975
678,Antony,Russell,Columbus,Georgia,42,33,07/12/2007,561-637-3488,04/02/1987
679,Murray,Wilkinson,Amarillo,Texas,37,30,08/12/2007,296-433-5531,23/06/1965
680,Jeremiah,Khan,Glendale,California,41,5,09/12/2007,754-056-6913,19/03/1962
681,Lupe,Graham,Huntington Beach,California,34,88,10/12/2007,569-202-7993,24/02/1967
682,Ramon,Stewart,Salt Lake City,Utah,39,70,11/12/2007,188-219-8851,27/10/1982
683,Truman,Reid,Grand Rapids,Michigan,,82,12/12/2007,183-839-6252,25/06/1981
684,Rory,Murray,Tallahassee,Florida,34,68,13/12/2007,549-518-4974,11/04/1988
685,Brendan,Powell,Huntsville,Alabama,27,36,14/12/2007,262-102-3180,18/05/1984
686,Odell,Palmer,Worcester,Massachusetts,,74,15/12/2007,675-999-6505,14/04/1978
687,Bret,Holmes,Knoxville,Tennessee,,38,16/12/2007,536-494-1808,07/02/1970
688,German,Rogers,Newport News,Virginia,18,29,17/12/2007,230-483-0576,02/09/1981
689,Willian,Stevens,Grand Prairie,Texas,39,41,18/12/2007,820-305-0085,29/10/1980
690,Darrick,Walsh,Brownsville,Texas,27,97,19/12/2007,257-611-8823,19/01/1970
691,Isaias,Hunter,Providence,Rhode Island,7,61,20/12/2007,180-059-4937,28/09/1988
692,Dominick,Thomson,Santa Clarita,California,,79,21/12/2007,142-833-7616,13/07/1990
693,Benny,Matthews,Overland Park,Kansas,1,36,22/12/2007,920-913-6662,10/01/1992
694,Patrick,Ross,Jackson,Mississippi,23,23,23/12/2007,491-636-8233,05/07/1985
695,Vance,Owen,Garden Grove,California,39,46,24/12/2007,215-377-4326,19/09/1970
696,King,Mason,Chattanooga,Tennessee,41,15,25/12/2007,332-017-9097,01/04/1984
697,Hayden,Knight,Oceanside,California,,12,26/12/2007,513-466-9514,25/01/1975
698,Rueben,Kennedy,Santa Rosa,California,,86,27/12/2007,494-463-2261,24/04/1969
699,Rusty,Butler,Fort Lauderdale,Florida,31,58,28/12/2007,546-060-3572,21/07/1994
700,Jacinto,Saunders,Rancho Cucamonga,California,42,68,29/12/2007,828-988-9416,18/03/1991
701,Santos,Cole,Ontario,California,39,73,30/12/2007,800-106-6083,02/10/1982
702,Antonio,Pearce,Port Saint Lucie,Florida,7,2,31/12/2007,411-717-2024,13/07/1980
703,Rigoberto,Dean,Vancouver,Washington,,83,01/01/2008,645-503-3207,23/09/1991
704,Rey,Foster,Tempe,Arizona,31,2,02/01/2008,893-823-4810,12/04/1967
705,Morgan,Harvey,Springfield,Missouri,27,88,03/01/2008,365-276-0967,21/09/1983
706,Gonzalo,Hudson,Lancaster,California,,23,04/01/2008,980-787-3060,27/05/1986
707,Arnold,Gibson,Pembroke Pines,Florida,39,3,05/01/2008,773-010-3658,05/08/1977
708,Brett,Mills,Cape Coral,Florida,42,13,06/01/2008,834-001-1402,03/09/1988
709,Darron,Berry,Eugene,Oregon,39,74,07/01/2008,424-669-3349,16/02/1981
710,Geraldo,Barnes,Peoria,Arizona,7,77,08/01/2008,706-752-0928,08/07/1968
711,Bradley,Pearson,Sioux Falls,South Dakota,37,24,09/01/2008,367-939-2103,11/04/1985
712,Elliott,Kaur,Salem,Oregon,34,80,10/01/2008,375-291-5363,16/09/1983
713,Darrel,Booth,Corona,California,39,92,11/01/2008,642-911-8977,07/04/1988
714,Harvey,Dixon,Elk Grove,California,37,65,12/01/2008,219-077-4091,03/12/1982
715,Levi,Grant,Palmdale,California,34,67,13/01/2008,629-021-4365,26/11/1977
716,Donovan,Gordon,Springfield,Massachusetts,42,79,14/01/2008,569-657-4576,12/06/1978
717,Carlo,Lane,Salinas,California,7,14,15/01/2008,663-996-8516,29/12/1986
718,Adan,Harper,Pasadena,Texas,34,8,16/01/2008,650-055-0403,12/04/1991
719,Jeffery,Ali,Rockford,Illinois,18,81,17/01/2008,392-440-4362,16/01/1974
720,Gerry,Hart,Pomona,California,37,13,18/01/2008,183-090-0676,09/03/1967
721,Wilbur,Mcdonald,Joliet,Illinois,13,55,19/01/2008,853-018-6503,24/11/1974
722,Hershel,Brooks,Fort Collins,Colorado,42,69,20/01/2008,202-225-2487,02/11/1990
723,Benton,Ryan,Torrance,California,18,20,21/01/2008,144-787-7577,25/04/1992
724,Brian,Carr,Kansas City,Kansas,7,52,22/01/2008,547-474-6488,25/09/1962
725,Scott,Macdonald,Paterson,New Jersey,23,8,23/01/2008,524-420-0953,25/01/1995
726,Wilburn,Hamilton,Hayward,California,42,62,24/01/2008,198-589-2962,09/11/1962
727,Sonny,Johnston,Escondido,California,27,47,25/01/2008,137-300-7499,18/12/1984
728,Harold,West,Bridgeport,Connecticut,23,83,26/01/2008,438-092-9842,05/09/1981
729,Cruz,Gill,Syracuse,New York,42,59,27/01/2008,822-401-9092,19/08/1986
730,Zachariah,Dawson,Lakewood,Colorado,,29,28/01/2008,200-101-1353,22/09/1989
731,Valentin,Armstrong,Alexandria,Virginia,13,44,29/01/2008,469-198-1355,14/08/1986
732,Barry,Gardner,Hollywood,Florida,31,18,30/01/2008,753-792-5875,04/01/1967
733,Giuseppe,Stone,Naperville,Illinois,27,29,31/01/2008,849-078-7084,17/10/1968
734,Tuan,Andrews,Mesquite,Texas,37,50,01/02/2008,160-060-9783,18/09/1980
735,Seymour,Williamson,Sunnyvale,California,,23,02/02/2008,245-924-3124,29/07/1971
736,Malcom,Barker,Dayton,Ohio,34,29,03/02/2008,117-474-8388,14/11/1975
737,Sidney,George,Cary,North Carolina,31,57,04/02/2008,476-443-9939,03/06/1975
738,Troy,Fisher,Orange,California,31,52,05/02/2008,749-476-8191,19/05/1962
739,Esteban,Cunningham,Pasadena,California,41,77,06/02/2008,497-280-1386,07/10/1970
740,Clement,Watts,Fullerton,California,31,80,07/02/2008,613-899-7139,31/05/1986
741,Freeman,Webb,Hampton,Virginia,27,16,08/02/2008,457-508-2171,14/08/1982
742,Jonas,Lawrence,Clarksville,Tennessee,23,27,09/02/2008,229-919-7478,19/04/1968
743,Jordan,Bradley,McKinney,Texas,42,59,10/02/2008,457-371-8098,06/10/1991
744,Emmanuel,Jenkins,Warren,Michigan,39,9,11/02/2008,149-539-2047,22/08/1982
745,Seth,Wells,McAllen,Texas,,76,12/02/2008,220-260-6237,26/09/1971
746,Raymond,Chambers,West Valley City,Utah,1,55,13/02/2008,939-202-8103,28/10/1993
747,Elden,Spencer,Columbia,South Carolina,39,48,14/02/2008,553-578-4170,26/09/1965
748,Dewey,Poole,Killeen,Texas,39,34,15/02/2008,508-985-4568,30/01/1988
749,Isiah,Atkinson,New Haven,Connecticut,,7,16/02/2008,714-786-3925,23/07/1971
750,Bud,Lawson,Topeka,Kansas,42,65,17/02/2008,816-893-2417,04/11/1986
751,Andrew,Smith,Thousand Oaks,California,37,33,18/02/2008,840-050-0512,19/12/1990
752,Wes,Jones,Olathe,Kansas,,11,19/02/2008,252-163-4939,17/02/1964
753,Noe,Taylor,Cedar Rapids,Iowa,41,80,20/02/2008,482-046-3235,03/01/1981
754,Son,Williams,Waco,Texas,18,94,21/02/2008,127-724-8218,07/12/1971
755,Lon,Brown,Visalia,California,37,52,22/02/2008,312-334-7791,24/09/1992
756,Marion,Davies,Elizabeth,New Jersey,34,53,23/02/2008,296-731-7726,02/01/1977
757,Tracy,Evans,Simi Valley,California,,61,24/02/2008,429-303-8796,22/12/1989
758,Moshe,Wilson,Gainesville,Florida,23,27,25/02/2008,166-395-6483,25/01/1965
759,Justin,Thomas,Hartford,Connecticut,34,85,26/02/2008,895-792-6160,24/08/1984
760,Ollie,Roberts,Bellevue,Washington,41,26,27/02/2008,369-379-1413,11/02/1974
761,Clint,Johnson,Miramar,Florida,23,68,28/02/2008,517-724-4225,28/06/1982
762,Calvin,Lewis,Concord,California,,79,29/02/2008,727-402-1482,15/04/1973
763,Rocco,Walker,Stamford,Connecticut,37,25,01/03/2008,483-243-9699,07/03/1962
764,Timmy,Robinson,Coral Springs,Florida,18,23,02/03/2008,430-797-9885,28/06/1980
765,Howard,Wood,Charleston,South Carolina,,41,03/03/2008,721-761-9452,12/12/1979
766,Jacob,Thompson,Carrollton,Texas,13,76,04/03/2008,969-916-4749,19/10/1987
767,Roman,White,Lafayette,Louisiana,23,10,05/03/2008,911-338-0474,09/03/1992
768,Garth,Watson,Roseville,California,41,87,06/03/2008,979-076-8746,12/08/1983
769,Joel,Jackson,Thornton,Colorado,,34,07/03/2008,118-807-0949,31/07/1992
770,Heath,Wright,Frisco,Texas,27,30,08/03/2008,848-709-4605,30/09/1972
771,Arthur,Green,Kent,Washington,13,44,09/03/2008,875-573-0818,28/09/1982
772,Kevin,Harris,Surprise,Arizona,13,89,10/03/2008,251-339-5481,28/04/1975
773,Clifford,Cooper,Allentown,Pennsylvania,31,58,11/03/2008,306-037-4978,07/02/1965
774,Joseph,King,Beaumont,Texas,39,80,12/03/2008,240-878-2646,29/10/1972
775,Terry,Lee,Santa Clara,California,18,55,13/03/2008,303-231-6892,13/03/1984
776,Jarrod,Martin,Abilene,Texas,34,87,14/03/2008,581-235-4266,23/08/1994
777,Toby,Clarke,Evansville,Indiana,7,73,15/03/2008,181-473-5469,14/06/1964
778,Zachery,James,Victorville,California,39,61,16/03/2008,786-841-2894,04/10/1987
779,Louis,Morgan,Independence,Missouri,1,18,17/03/2008,968-073-8403,23/06/1963
780,Norbert,Hughes,Denton,Texas,41,15,18/03/2008,501-172-4071,18/11/1965
781,Jules,Edwards,Springfield,Illinois,7,87,19/03/2008,138-023-2553,27/12/1972
782,Horacio,Hill,Vallejo,California,7,70,20/03/2008,795-406-4894,22/05/1983
783,Von,Moore,Athens,Georgia,37,93,21/03/2008,713-203-3162,07/05/1990
784,Sang,Clark,Provo,Utah,7,59,22/03/2008,274-304-8343,22/04/1993
785,Chuck,Harrison,Peoria,Illinois,39,31,23/03/2008,773-758-7468,12/06/1969
786,Haywood,Scott,Ann Arbor,Michigan,,50,24/03/2008,392-187-7272,10/08/1969
787,Mohamed,Young,Lansing,Michigan,39,23,25/03/2008,500-355-4508,10/02/1968
788,Jerry,Morris,El Monte,California,,85,26/03/2008,182-785-5458,30/12/1965
789,Man,Hall,Midland,Texas,27,58,27/03/2008,391-713-4180,01/08/1965
790,Steve,Ward,Berkeley,California,,87,28/03/2008,564-359-5735,02/02/1976
791,Alan,Turner,Norman,Oklahoma,18,37,29/03/2008,616-579-7677,11/09/1980
792,Jere,Carter,Downey,California,31,37,30/03/2008,969-454-9555,05/08/1974
793,Hilton,Phillips,Costa Mesa,California,42,86,31/03/2008,269-163-2073,25/11/1981
794,Winfred,Mitchell,Murfreesboro,Tennessee,39,49,01/04/2008,737-725-4519,28/06/1992
795,Barney,Patel,Inglewood,California,39,35,02/04/2008,288-367-7116,11/12/1986
796,Quincy,Adams,Columbia,Missouri,18,36,03/04/2008,263-953-2365,23/11/1971
797,Antione,Campbell,Manchester,New Hampshire,37,5,04/04/2008,972-768-2836,05/01/1962
798,Beau,Anderson,Miami Gardens,Florida,41,63,05/04/2008,227-824-6089,21/05/1994
799,Wilson,Allen,Elgin,Illinois,37,43,06/04/2008,311-648-3167,01/04/1968
800,Herb,Cook,Wilmington,North Carolina,,14,07/04/2008,136-733-9456,21/07/1973
801,Scotty,Bailey,Westminster,Colorado,34,62,08/04/2008,335-508-3016,25/10/1973
802,Issac,Parker,Rochester,Minnesota,23,87,09/04/2008,186-223-5347,03/04/1989
803,Bobby,Miller,Clearwater,Florida,,3,10/04/2008,821-286-1484,17/10/1979
804,Garland,Davis,Lowell,Massachusetts,31,48,11/04/2008,358-470-0613,23/07/1982
805,Clyde,Murphy,Pueblo,Colorado,23,5,12/04/2008,551-504-1492,21/05/1975
806,Blair,Price,Arvada,Colorado,34,85,13/04/2008,477-729-3820,08/06/1968
807,Jeremy,Bell,San Buenaventura (Ventura),California,42,38,14/04/2008,837-266-4833,25/01/1994
808,Raul,Baker,Gresham,Oregon,,26,15/04/2008,296-617-0326,11/05/1964
809,Alva,Griffiths,Fargo,North Dakota,,2,16/04/2008,312-631-4212,26/01/1983
810,Gavin,Kelly,Carlsbad,California,7,27,17/04/2008,248-149-7688,14/11/1965
811,Bobbie,Simpson,West Covina,California,,70,18/04/2008,145-995-0192,25/08/1984
812,Romeo,Marshall,Norwalk,California,,36,19/04/2008,747-172-8802,06/05/1976
813,Sean,Collins,Fairfield,California,13,29,20/04/2008,216-108-9439,11/01/1994
814,Raymundo,Bennett,Cambridge,Massachusetts,37,30,21/04/2008,158-613-8029,18/05/1991
815,Jackson,Cox,Murrieta,California,,91,22/04/2008,620-767-2165,18/06/1991
816,Blaine,Richardson,Green Bay,Wisconsin,,7,23/04/2008,231-278-4699,26/02/1968
817,Kirk,Fox,High Point,North Carolina,27,56,24/04/2008,658-022-0712,29/09/1982
818,Grant,Gray,West Jordan,Utah,18,14,25/04/2008,961-467-1414,02/06/1970
819,Anthony,Rose,Billings,Montana,34,82,26/04/2008,293-405-8472,30/01/1967
820,Brendon,Chapman,Richmond,California,13,8,27/04/2008,538-282-0061,14/07/1976
821,Kurt,Hunt,Round Rock,Texas,18,9,28/04/2008,320-481-7518,15/09/1971
822,Earnest,Robertson,Everett,Washington,34,21,29/04/2008,111-029-1908,21/11/1984
823,Rickey,Shaw,Burbank,California,23,52,30/04/2008,597-181-4333,12/04/1988
824,Joan,Reynolds,Antioch,California,13,57,01/05/2008,541-039-8168,16/02/1988
825,Bryan,Lloyd,Wichita Falls,Texas,34,50,02/05/2008,974-855-2214,19/08/1962
826,Andre,Ellis,Palm Bay,Florida,39,5,03/05/2008,304-460-9582,06/06/1964
827,Eric,Richards,Centennial,Colorado,18,64,04/05/2008,991-102-0247,05/02/1986
828,Franklyn,Russell,Temecula,California,23,81,05/05/2008,864-940-8299,22/08/1962
829,Elijah,Wilkinson,Daly City,California,42,56,06/05/2008,735-261-8619,06/10/1994
830,Rolf,Khan,Odessa,Texas,18,79,07/05/2008,685-972-8958,23/07/1981
831,Norberto,Graham,Erie,Pennsylvania,27,6,08/05/2008,910-994-6842,09/03/1983
832,Aubrey,Stewart,Richardson,Texas,39,53,09/05/2008,340-557-7407,20/12/1965
833,Maxwell,Reid,Pompano Beach,Florida,1,77,10/05/2008,387-885-9472,17/05/1965
834,Miguel,Murray,Flint,Michigan,13,52,11/05/2008,600-630-1115,23/02/1969
835,Frederick,Powell,South Bend,Indiana,7,2,12/05/2008,671-283-7020,18/10/1988
836,Nathaniel,Palmer,West Palm Beach,Florida,7,21,13/05/2008,297-099-6314,23/02/1987
837,Mac,Holmes,Davenport,Iowa,7,38,14/05/2008,511-095-7224,27/07/1962
838,Ralph,Rogers,Rialto,California,27,71,15/05/2008,418-000-4588,12/08/1972
839,Mauro,Stevens,Santa Maria,California,,8,16/05/2008,779-164-4987,11/08/1993
840,Ezekiel,Walsh,Broken Arrow,Oklahoma,,81,17/05/2008,412-552-7677,01/11/1981
841,Ronnie,Hunter,New York,New York,18,92,18/05/2008,478-874-1262,31/07/1964
842,Lyman,Thomson,Los Angeles,California,13,7,19/05/2008,328-416-1764,06/11/1968
843,Spencer,Matthews,Chicago,Illinois,41,34,20/05/2008,611-341-8732,26/10/1965
844,Deandre,Ross,Houston,Texas,41,79,21/05/2008,571-602-0919,26/12/1980
845,Bradly,Owen,Philadelphia,Pennsylvania,42,20,22/05/2008,778-699-0794,20/07/1978
846,Gustavo,Mason,Phoenix,Arizona,41,17,23/05/2008,200-671-2234,08/05/1977
847,John,Knight,San Antonio,Texas,41,98,24/05/2008,737-316-5596,27/02/1985
848,Chas,Kennedy,San Diego,California,31,95,25/05/2008,513-396-9248,21/01/1992
849,Royce,Butler,San Jose,California,37,3,26/05/2008,333-012-2305,08/07/1993
850,Rob,Saunders,Jacksonville,Florida,31,99,27/05/2008,522-286-0685,07/10/1978
851,Jude,Cole,Indianapolis,Indiana,39,15,28/05/2008,914-933-6740,10/07/1978
852,Lacy,Pearce,Austin,Texas,,5,29/05/2008,194-265-1807,04/01/1990
853,Alex,Dean,San Francisco,California,34,42,30/05/2008,405-697-5133,08/09/1965
854,Grady,Foster,Columbus,Ohio,41,8,31/05/2008,420-960-3191,27/09/1986
855,Aurelio,Harvey,Fort Worth,Texas,,64,01/06/2008,430-663-7460,25/07/1976
856,Travis,Hudson,Charlotte,North Carolina,18,9,02/06/2008,462-833-1646,24/11/1962
857,Ed,Gibson,Detroit,Michigan,39,97,03/06/2008,429-799-0837,01/06/1986
858,Eddie,Mills,El Paso,Texas,18,36,04/06/2008,671-282-5407,24/05/1979
859,Weldon,Berry,Memphis,Tennessee,13,42,05/06/2008,410-156-0330,05/12/1973
860,Lee,Barnes,Boston,Massachusetts,7,31,06/06/2008,340-916-5555,27/03/1992
861,Mervin,Pearson,Seattle,Washington,37,79,07/06/2008,186-096-5145,16/09/1972
862,Oswaldo,Kaur,Denver,Colorado,13,49,08/06/2008,530-743-1289,27/10/1967
863,Emmitt,Booth,Baltimore,Maryland,23,27,09/06/2008,634-368-5640,04/02/1962
864,Ramiro,Dixon,Washington,District of Columbia,41,65,10/06/2008,280-213-7530,28/10/1993
865,Landon,Grant,Nashville,Tennessee,31,6,11/06/2008,621-292-6442,22/12/1986
866,Emil,Gordon,Louisville,Kentucky,18,11,12/06/2008,333-677-2859,18/09/1970
867,Nicolas,Lane,Milwaukee,Wisconsin,27,2,13/06/2008,347-172-4257,14/09/1993
868,Wilfredo,Harper,Portland,Oregon,37,6,14/06/2008,781-341-9780,04/03/1994
869,Brady,Ali,Oklahoma City,Oklahoma,13,15,15/06/2008,195-221-0009,20/03/1968
870,Donn,Hart,Las Vegas,Nevada,42,13,16/06/2008,884-438-5330,11/08/1975
871,Cyril,Mcdonald,Albuquerque,New Mexico,1,42,17/06/2008,909-841-1848,20/05/1975
872,Reginald,Brooks,Tucson,Arizona,27,9,18/06/2008,920-261-3969,19/01/1979
873,Fermin,Ryan,Fresno,California,13,33,19/06/2008,242-573-2712,06/07/1972
874,Tyrell,Carr,Sacramento,California,42,80,20/06/2008,754-031-6888,06/09/1989
875,Drew,Macdonald,Long Beach,California,7,65,21/06/2008,371-965-0531,25/02/1970
876,Micah,Hamilton,Kansas City,Missouri,13,68,22/06/2008,742-501-2967,27/06/1979
877,Earl,Johnston,Mesa,Arizona,13,8,23/06/2008,713-212-7417,20/09/1985
878,Leopoldo,West,Virginia Beach,Virginia,23,54,24/06/2008,438-779-5523,18/01/1979
879,Jason,Gill,Atlanta,Georgia,27,40,25/06/2008,832-904-9152,20/04/1994
880,Duncan,Dawson,Colorado Springs,Colorado,37,27,26/06/2008,217-991-3187,05/05/1963
881,Bryant,Armstrong,Raleigh,North Carolina,1,54,27/06/2008,782-571-5036,27/01/1995
882,Otis,Gardner,Omaha,Nebraska,42,76,28/06/2008,862-793-0195,20/04/1992
883,Wade,Stone,Miami,Florida,13,53,29/06/2008,841-215-1431,16/12/1976
884,Johnny,Andrews,Tulsa,Oklahoma,18,79,30/06/2008,761-681-8513,25/08/1992
885,Reyes,Williamson,Oakland,California,41,40,01/07/2008,903-427-5194,26/01/1989
886,Everett,Barker,Cleveland,Ohio,41,39,02/07/2008,544-173-1179,23/10/1981
887,Patricia,George,Minneapolis,Minnesota,7,81,03/07/2008,890-018-8999,12/03/1994
888,Lionel,Fisher,Wichita,Kansas,27,88,04/07/2008,781-917-4907,21/11/1968
889,Lorenzo,Cunningham,Arlington,Texas,,15,05/07/2008,581-541-4956,27/02/1969
890,Mitchell,Watts,New Orleans,Louisiana,37,39,06/07/2008,420-737-3703,31/01/1992
891,Virgil,Webb,Bakersfield,California,27,90,07/07/2008,590-181-4265,22/08/1992
892,Rolando,Lawrence,Tampa,Florida,7,89,08/07/2008,713-155-2103,27/08/1964
893,Otha,Bradley,Anaheim,California,13,31,09/07/2008,721-401-4360,18/07/1993
894,Lou,Jenkins,Honolulu,Hawaii,13,31,10/07/2008,697-299-2535,26/08/1971
895,Wesley,Wells,Aurora,Colorado,41,39,11/07/2008,989-736-3513,28/12/1990
896,Bill,Chambers,Santa Ana,California,27,65,12/07/2008,409-297-6849,12/04/1989
897,Cyrus,Spencer,Saint Louis,Missouri,27,84,13/07/2008,404-618-3829,30/03/1987
898,Kris,Poole,Riverside,California,27,93,14/07/2008,292-819-5323,17/03/1964
899,Mauricio,Atkinson,Corpus Christi,Texas,13,80,15/07/2008,538-493-8338,04/03/1994
900,Dario,Lawson,Pittsburgh,Pennsylvania,37,50,16/07/2008,775-049-6626,27/09/1962
901,Christian,Smith,Lexington,Kentucky,27,13,17/07/2008,795-094-0139,04/06/1964
902,Courtney,Jones,Stockton,California,,34,18/07/2008,973-700-3465,27/07/1983
903,Alexis,Taylor,Cincinnati,Ohio,13,74,19/07/2008,898-716-9909,02/06/1969
